CRATER_ID,LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,LATITUDE_ELLIPSE_IMAGE,LONGITUDE_ELLIPSE_IMAGE,DIAM_CIRCLE_IMAGE,DIAM_ELLIPSE_MAJOR_IMAGE,DIAM_ELLIPSE_MINOR_IMAGE,DIAM_ELLIPSE_ECCEN_IMAGE,DIAM_ELLIPSE_ELLIP_IMAGE,DIAM_ELLIPSE_ANGLE_IMAGE,LATITUDE_CIRCLE_TOPOG,LONGITUDE_CIRCLE_TOPOG,LATITUDE_ELLIPSE_TOPOG,LONGITUDE_ELLIPSE_TOPOG,DIAM_CIRCLE_TOPOG,DEPTH_RIM_TOPOG,DEPTH_RIM_SD_TOPOG,DEPTH_SURFACE_TOPOG,DEPTH_SURFACE_SD_TOPOG,DEPTH_FLOOR_TOPOG,DEPTH_FLOOR_SD_TOPOG,DEPTH_RIMFLOOR_TOPOG,DEPTH_RIMHEIGHT_TOPOG,DEPTH_SURFFLOOR_TOPOG,PTS_USED_RIM_IMAGE,PTS_USED_RIM_TOPOG,PTS_USED_SURFACE,PTS_USED_FLOOR,PTS_USED_LAYER_1,PTS_USED_LAYER_2,PTS_USED_LAYER_3,PTS_USED_LAYER_4,PTS_USED_LAYER_5,NUMBER_LAYERS,MORPHOLOGY_CRATER_1,MORPHOLOGY_CRATER_2,MORPHOLOGY_CRATER_3,MORPHOLOGY_EJECTA_1,MORPHOLOGY_EJECTA_2,MORPHOLOGY_EJECTA_3,MORPHOLOGY_EJECTA_COMMENTS,DEGRADATION_STATE,CONFIDENCE_IMPACT_CRATER,LAYER_1_PERIMETER,LAYER_1_AREA,LAYER_1_LOBATENESS,LAYER_1_EJECTARAD_EQUIV,LAYER_1_EJECTARAD_REL,LAYER_1_VOLUME,LAYER_2_PERIMETER,LAYER_2_AREA,LAYER_2_LOBATENESS,LAYER_2_EJECTARAD_EQUIV,LAYER_2_EJECTARAD_REL,LAYER_2_VOLUME,LAYER_3_PERIMETER,LAYER_3_AREA,LAYER_3_LOBATENESS,LAYER_3_EJECTARAD_EQUIV,LAYER_3_EJECTARAD_REL,LAYER_3_VOLUME,LAYER_4_PERIMETER,LAYER_4_AREA,LAYER_4_LOBATENESS,LAYER_4_EJECTARAD_EQUIV,LAYER_4_EJECTARAD_REL,LAYER_4_VOLUME,LAYER_5_PERIMETER,LAYER_5_AREA,LAYER_5_LOBATENESS,LAYER_5_EJECTARAD_EQUIV,LAYER_5_EJECTARAD_REL,LAYER_5_VOLUME,CRATER_NAME
01-000283,72.1750,-138.9050,72.1770,-138.9050,8.5700,9.5300,7.6600,0.5900,1.2400,134.0000,72.1890,-138.8830,72.1870,-138.8710,7.7700,-4.5500,0.0200,-4.5700,0.0300,-4.5800,0.0000,0.0300,0.0200,0.0100,53.0000,92.0000,142.0000,56.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxFF,,"Floor Deposits",,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000284,79.4100,49.1640,79.4150,49.1640,8.5400,8.8400,8.2300,0.3600,1.0700,48.0000,79.4140,49.1810,79.4150,49.1780,8.5200,-4.4400,0.0300,-4.5400,0.0400,-4.6400,0.0200,0.1900,0.1000,0.0900,52.0000,112.0000,213.0000,85.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,,,,SLERC,HuSL,,"Ejecta is partially buried by deposits.",3.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000286,70.2140,-123.7880,70.2110,-123.7880,8.5300,8.6500,8.4100,0.2300,1.0300,19.0000,70.2180,-123.8100,70.2160,-123.8070,8.1500,-3.8100,0.0500,-3.9800,0.0500,-4.0800,0.0100,0.2700,0.1800,0.1000,103.0000,73.0000,164.0000,20.0000,213.0000,325.0000,0.0000,0.0000,0.0000,2.0000,CpxFF,,"Slump Deposits",DLERS,HuSL,,,3.0000,4.0000,109.6600,273.1000,1.7000,5.9900,1.4000,0.0000,169.4800,880.4100,1.5600,13.0100,3.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000287,73.0420,-76.5450,73.0410,-76.5390,8.4300,8.7300,8.1300,0.3600,1.0700,-110.0000,73.0460,-76.5530,73.0470,-76.5500,8.3800,-4.8900,0.0200,-4.9500,0.0300,-4.9800,0.0000,0.0900,0.0600,0.0300,53.0000,141.0000,164.0000,46.0000,190.0000,0.0000,0.0000,0.0000,0.0000,1.0000,,,,SLERS,HuBL,,,3.0000,4.0000,98.9600,291.1300,1.5000,6.2900,1.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000288,65.1660,-20.8760,65.1650,-20.8760,8.4300,8.4800,8.3800,0.1600,1.0100,2.0000,65.1670,-20.8850,65.1680,-20.8800,8.5200,-4.9900,0.0300,-5.1200,0.0300,-5.1900,0.0100,0.1900,0.1300,0.0600,103.0000,63.0000,76.0000,23.0000,130.0000,0.0000,0.0000,0.0000,0.0000,1.0000,Smp,,,SLERC,HuBL,,,3.0000,4.0000,88.2900,253.6100,1.4200,5.7100,1.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000290,81.3070,-110.3320,81.3100,-110.3320,8.4300,8.8200,8.0300,0.4200,1.1000,38.0000,81.3130,-110.3230,81.3120,-110.3230,7.5000,-4.3700,0.0100,-4.3800,0.0400,-4.4800,0.0000,0.1100,0.0100,0.1000,53.0000,109.0000,161.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxUnc,,"Floor Deposits",,,,,1.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000292,75.6640,-38.1270,75.6630,-38.1270,8.3300,8.4200,8.2500,0.2000,1.0200,65.0000,75.6760,-38.1450,75.6760,-38.1450,7.9100,-5.0300,0.0200,-5.1700,0.0100,-5.1200,0.0000,0.0900,0.1400,-0.0400,97.0000,63.0000,122.0000,16.0000,409.0000,0.0000,0.0000,0.0000,0.0000,1.0000,,,,SLERS,SmSL,,,3.0000,4.0000,94.7600,249.4100,1.5300,5.6700,1.3600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000295,70.5870,30.6680,70.5860,30.6700,8.2100,13.9700,3.6800,0.9600,3.7900,-13.0000,70.6030,30.6740,70.6020,30.6900,5.6400,-4.4500,0.0300,-4.5100,0.0100,-4.5300,0.0000,0.0800,0.0600,0.0200,118.0000,37.0000,145.0000,16.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Smp,,"Floor Deposits",Rd,,,,2.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000297,65.3110,-1.2160,65.3110,-1.2160,8.1800,8.3500,8.0200,0.2800,1.0400,4.0000,65.3060,-1.2330,65.3020,-1.2200,8.2000,-4.6800,0.0500,-4.8300,0.0100,-5.0000,0.0300,0.3200,0.1500,0.1700,101.0000,58.0000,151.0000,15.0000,259.0000,0.0000,0.0000,0.0000,0.0000,1.0000,,,,SLERS,HuBL,,,4.0000,4.0000,86.7600,276.8700,1.3500,6.1500,1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000298,67.4870,-53.1460,67.4900,-53.1460,8.1800,8.2400,8.1300,0.1600,1.0100,14.0000,67.4850,-53.1670,67.4840,-53.1720,7.9200,-4.9800,0.0300,-5.1000,0.0100,-5.0700,0.0100,0.0900,0.1200,-0.0200,92.0000,62.0000,127.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,Smp,,,MLEPC/MLERS/MLERS,HuSL/SmBL/HuBL,,,3.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000301,68.3380,-133.4290,68.3380,-133.4300,8.1000,8.2000,8.0000,0.2200,1.0300,76.0000,68.3340,-133.4520,68.3310,-133.4670,7.9900,-4.0300,0.0400,-4.1600,0.0300,-4.2300,0.0100,0.2000,0.1300,0.0700,99.0000,73.0000,110.0000,22.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxFF,,"Floor Deposits",Rd,,,,2.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000302,68.5110,-25.7480,68.5110,-25.7480,8.0800,8.3000,7.8800,0.3100,1.0500,-7.0000,68.5140,-25.7390,68.5140,-25.7360,8.5500,-5.1500,0.0100,-5.1400,0.0100,-5.2100,0.0000,0.0600,-0.0100,0.0700,49.0000,13.0000,148.0000,53.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000306,76.0830,-121.7610,76.0810,-121.7610,8.0500,8.2800,7.8300,0.3300,1.0600,21.0000,76.0850,-121.7890,76.0850,-121.7950,7.8200,-4.6000,0.0300,-4.7500,0.0200,-4.8100,0.0100,0.2100,0.1500,0.0600,93.0000,71.0000,163.0000,27.0000,158.0000,0.0000,0.0000,0.0000,0.0000,1.0000,,,,SLEPC,SmSL,,,3.0000,4.0000,83.6200,330.3500,1.2100,6.9900,1.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000307,67.1780,10.7400,67.1800,10.7400,8.0400,8.0900,7.9900,0.1500,1.0100,77.0000,67.1780,10.7220,67.1800,10.7220,7.9700,-4.5000,0.0300,-4.6500,0.0100,-4.6200,0.0000,0.1200,0.1500,-0.0200,98.0000,68.0000,219.0000,26.0000,181.0000,0.0000,0.0000,0.0000,0.0000,1.0000,,,"Floor Deposits",SLEPS,SmBL,,,3.0000,4.0000,94.2300,303.0200,1.4100,6.5900,1.6400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000308,82.8890,-48.1240,82.8880,-48.1270,8.0100,8.1300,7.9000,0.2400,1.0300,132.0000,82.8970,-48.1570,82.8970,-48.1670,7.9500,-4.7300,0.0200,-4.8600,0.0300,-4.8400,0.0000,0.1100,0.1300,-0.0200,48.0000,124.0000,189.0000,37.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Smp,,"Floor Deposits",,,,,2.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000309,69.4910,23.1440,69.4920,23.1440,8.0100,8.0500,7.9800,0.1300,1.0100,-37.0000,69.4940,23.1320,69.4970,23.1330,7.6400,-4.4000,0.0300,-4.5300,0.0100,-4.5600,0.0100,0.1600,0.1300,0.0300,94.0000,73.0000,143.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,Smp,,,Rd/DLERS,SmSL,,,2.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000313,71.0520,-10.2100,71.0220,-10.2100,7.9700,8.0300,7.9600,0.1400,1.0100,13.0000,71.0150,-10.2080,0.0000,0.0000,6.5500,-4.8500,0.0300,-4.9700,0.0100,-5.1000,0.0100,0.2500,0.1200,0.1300,57.0000,28.0000,115.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,Smp,,,SLERS,HuSL,,,3.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000315,77.8110,-67.1100,77.8090,-67.1100,7.9500,8.0500,7.8600,0.2200,1.0200,43.0000,77.8140,-67.1390,77.8140,-67.1400,7.3900,-4.7500,0.0400,-5.1300,0.0300,-4.8800,0.0000,0.1300,0.3800,-0.2500,49.0000,123.0000,239.0000,36.0000,99.0000,0.0000,0.0000,0.0000,0.0000,1.0000,Smp,,,SLERC,Sm,,,3.0000,4.0000,52.5900,166.4900,1.0100,4.3200,1.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000316,72.5100,-68.3980,72.5090,-68.3980,7.9400,8.1300,7.7500,0.3000,1.0500,3.0000,72.5050,-68.4240,72.5040,-68.4230,7.6500,-4.8200,0.0200,-4.9200,0.0100,-4.9000,0.0000,0.0800,0.1000,-0.0200,96.0000,63.0000,74.0000,11.0000,127.0000,0.0000,0.0000,0.0000,0.0000,1.0000,Smp,,,SLERC,HuSL,,,3.0000,4.0000,71.8000,258.3100,1.1500,5.9300,1.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000317,77.6670,-73.1720,77.6660,-73.1710,7.9400,8.4700,7.4400,0.4800,1.1400,-50.0000,77.6700,-73.1130,77.6670,-73.1120,8.7200,-5.0400,0.0100,-5.0500,0.0200,-5.0700,0.0000,0.0300,0.0000,0.0200,47.0000,20.0000,201.0000,67.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"Floor Deposits",,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000318,75.0270,-69.0050,75.0550,-69.0050,7.9200,8.9600,7.6900,0.5100,1.1600,90.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,67.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000320,72.6720,-120.9300,72.6690,-120.9300,7.9100,8.1200,7.6900,0.3200,1.0600,68.0000,72.6750,-120.9540,72.6770,-120.9490,7.5900,-4.4100,0.0400,-4.5100,0.0400,-4.5600,0.0000,0.1500,0.1100,0.0500,49.0000,125.0000,217.0000,29.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,,,"Floor Deposits",DLERS,HuSL,,,3.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000322,74.3290,-42.6360,74.3230,-42.6360,7.8700,8.1100,7.6500,0.3300,1.0600,-179.0000,74.3360,-42.6570,74.3420,-42.6590,7.6500,-5.0200,0.0100,-5.1000,0.0200,-5.0800,0.0000,0.0700,0.0900,-0.0200,51.0000,25.0000,144.0000,46.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Smp,,"Floor Deposits",Rd,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000323,77.2600,6.8170,77.2560,6.8170,7.8500,8.3100,7.4300,0.4500,1.1200,72.0000,77.2660,6.7880,77.2660,6.7890,7.8200,-4.5900,0.0400,-4.7200,0.0400,-4.7500,0.0100,0.1600,0.1200,0.0400,49.0000,103.0000,211.0000,32.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,,,"Floor Deposits",Rd/SLERS,SmBL,,"Lobes are partially removed by other crater (09-1-00012).",3.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000324,75.2320,-139.7790,75.2310,-139.7790,7.8500,8.0000,7.6900,0.2800,1.0400,53.0000,75.2250,-139.7550,75.2290,-139.7270,7.1400,-4.6600,0.0300,-4.7600,0.0500,-4.8200,0.0100,0.1600,0.1000,0.0600,47.0000,24.0000,199.0000,33.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,CpxFF,,"Floor Deposits",Rd,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000325,78.1590,9.1000,78.1700,9.1010,7.8200,8.0700,7.6500,0.3200,1.0500,104.0000,78.1680,9.0730,78.1640,9.0710,7.2100,-4.5800,0.0300,-4.6300,0.0500,-4.6900,0.0200,0.1100,0.0500,0.0600,41.0000,89.0000,156.0000,13.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"Floor Deposits",,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000329,79.7340,47.4670,79.7370,47.4670,7.7500,8.0100,7.4900,0.3500,1.0700,69.0000,79.7480,47.4640,79.7460,47.4630,8.5700,-4.4600,0.0300,-4.4900,0.0600,-4.5200,0.0100,0.0600,0.0300,0.0300,47.0000,104.0000,230.0000,32.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"Floor Deposits",Rd,,,,2.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000331,75.2260,-14.4260,75.2260,-14.4260,7.6900,7.7600,7.6300,0.1800,1.0200,21.0000,75.2330,-14.4210,75.2310,-14.4190,7.5200,-4.9000,0.0300,-5.0300,0.0200,-5.0500,0.0000,0.1500,0.1300,0.0200,49.0000,95.0000,231.0000,41.0000,142.0000,0.0000,0.0000,0.0000,0.0000,1.0000,Smp,,"Floor Deposits",SLERC,HuSL,,,2.0000,4.0000,73.5300,216.7800,1.2800,5.3100,1.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000335,78.1050,-141.2040,78.1030,-141.2040,7.5500,7.8600,7.2400,0.3900,1.0800,130.0000,78.1140,-141.2190,78.1150,-141.2230,7.8800,-4.5800,0.0300,-4.6200,0.0900,-4.7300,0.0000,0.1500,0.0400,0.1100,46.0000,122.0000,191.0000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Smp,,,,,,,2.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000336,75.0450,-43.0680,75.0400,-43.0650,7.5400,7.8200,7.3100,0.3500,1.0700,157.0000,75.0420,-43.0860,75.0350,-43.1010,7.4300,-5.0200,0.0300,-5.1300,0.0200,-5.0900,0.0000,0.0700,0.1100,-0.0400,47.0000,100.0000,180.0000,28.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Smp,,"Floor Deposits",,,,,1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000337,69.8500,-120.6420,69.8490,-120.6420,7.5100,7.5600,7.4600,0.1600,1.0100,130.0000,69.8480,-120.6340,69.8430,-120.6150,7.6800,-3.9900,0.0700,-4.0700,0.0200,-4.1900,0.0100,0.2000,0.0800,0.1200,92.0000,62.0000,119.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,CpxFF,,"Floor Deposits",SLEPS,HuSL,,,2.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000338,70.4150,-74.4070,70.4140,-74.4070,7.4700,7.6900,7.2500,0.3300,1.0600,-19.0000,70.4100,-74.4190,70.4110,-74.4280,7.5700,-4.6900,0.0400,-4.7700,0.0400,-4.8300,0.0100,0.1400,0.0800,0.0500,90.0000,54.0000,72.0000,35.0000,324.0000,0.0000,0.0000,0.0000,0.0000,1.0000,Smp,,,SLEPS,HuAm,,,3.0000,4.0000,101.3100,199.0600,1.8300,5.0600,1.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
01-000339,79.2110,-36.2120,79.2110,-36.2120,7.4700,7.7100,7.2300,0.3500,1.0700,-30.0000,79.2110,-36.2470,79.2100,-36.2550,7.4700,-4.9100,0.0300,-5.0500,0.0200,-5.2200,0.0200,0.3100,0.1400,0.1700,87.0000,59.0000,95.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,Smp,,,SLERS,HuSL,,"Ejecta is partially buried by Deposits.",3.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Sevel
01-000341,70.4420,-132.1630,70.4410,-132.1630,7.4400,7.6500,7.2400,0.3200,1.0600,22.0000,70.4370,-132.1740,70.4350,-132.1710,7.4100,-4.2400,0.0400,-4.3700,0.0500,-4.3800,0.0100,0.1500,0.1300,0.0200,92.0000,76.0000,161.0000,27.0000,158.0000,250.0000,0.0000,0.0000,0.0000,2.0000,CpxFF,,,DLERS,HuSL,,,2.0000,4.0000,81.5500,224.4800,1.4100,5.5100,1.4800,0.0000,131.3600,468.7500,1.6400,9.0500,2.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
